Id,SalePrice
1604,277557.66
1605,237989.47
1606,168714.25
1607,167434.97
1608,211098.39
1609,192136.23
1610,154781.84
1611,123421.02
1612,152809.36
1613,143823.47
1614,117994.97
1615,86255.04
1616,73162.01
1617,92661.13
1618,126265.164
1619,124755.5
1620,136852.03
1621,132942.7
1622,144532.3
1623,302028.0
1624,211909.11
1625,122518.49
1626,172849.11
1627,190149.61
1628,288733.6
1629,179784.1
1630,377797.12
1631,231021.03
1632,249779.86
1633,176003.25
1634,183946.17
1635,181815.88
1636,153732.7
1637,167379.83
1638,203178.2
1639,180984.66
1640,250241.39
1641,186745.25
1642,220668.77
1643,201525.27
1644,223655.98
1645,199201.36
1646,157598.64
1647,163394.31
1648,134652.66
1649,141156.33
1650,117339.02
1651,120058.95
1652,94873.14
1653,97349.56
1654,151231.23
1655,149369.6
1656,150918.66
1657,154379.23
1658,151275.9
1659,149887.3
1660,146615.69
1661,469879.28
1662,409462.72
1663,363022.62
1664,475770.56
1665,304524.75
1666,304116.3
1667,365506.7
1668,325930.84
1669,298925.75
1670,334330.7
1671,263263.7
1672,553794.6
1673,296305.5
1674,242120.92
1675,186095.64
1676,193729.08
1677,221279.06
1678,491774.75
1679,410504.38
1680,332900.62
1681,258866.97
1682,277619.12
1683,179332.38
1684,167120.14
1685,178239.47
1686,167436.27
1687,165998.83
1688,183546.72
1689,187075.3
1690,184353.83
1691,175122.83
1692,273324.25
1693,168568.6
1694,184561.66
1695,166573.27
1696,281055.2
1697,169673.84
1698,390060.16
1699,330184.53
1700,250173.69
1701,256675.31
1702,253914.2
1703,241595.89
1704,297788.8
1705,230470.53
1706,472688.22
1707,223382.48
1708,214340.88
1709,273102.66
1710,212100.17
1711,254691.03
1712,235379.45
1713,253223.67
1714,225631.6
1715,209809.97
1716,173303.33
1717,174311.19
1718,132236.61
1719,196945.66
1720,251956.25
1721,158888.28
1722,111991.984
1723,152005.88
1724,215643.31
1725,234319.34
1726,192414.45
1727,164108.3
1728,178611.02
1729,169590.64
1730,174989.03
1731,117065.71
1732,132055.81
1733,116842.21
1734,118398.19
1735,134650.5
1736,117991.06
1737,328710.84
1738,214006.52
1739,263447.4
1740,219498.95
1741,195820.98
1742,171216.1
1743,171895.19
1744,270640.78
1745,233321.52
1746,245179.31
1747,222240.4
1748,214595.0
1749,152247.25
1750,136882.67
1751,239609.48
1752,120393.05
1753,131705.53
1754,207520.5
1755,172825.06
1756,128726.17
1757,120954.13
1758,149568.56
1759,159850.56
1760,166562.78
1761,147144.98
1762,171230.16
1763,175090.92
1764,113089.375
1765,162973.89
1766,165429.88
1767,208296.39
1768,143850.36
1769,154206.23
1770,141399.58
1771,136468.72
1772,135286.0
1773,134480.8
1774,114628.086
1775,134016.64
1776,111348.39
1777,121617.78
1778,130849.766
1779,111159.61
1780,175802.22
1781,132206.44
1782,95905.61
1783,122503.75
1784,104688.414
1785,104022.96
1786,150445.67
1787,179663.14
1788,56206.99
1789,93117.06
1790,87435.49
1791,194824.83
1792,158219.73
1793,129290.766
1794,147113.62
1795,138778.44
1796,115774.12
1797,116680.555
1798,125816.82
1799,115189.625
1800,130616.664
1801,136531.83
1802,151953.86
1803,152584.9
1804,141753.9
1805,134229.8
1806,111121.11
1807,125231.6
1808,117639.48
1809,110932.56
1810,148824.66
1811,106740.62
1812,109375.4
1813,129945.6
1814,97908.14
1815,49431.695
1816,102218.55
1817,115351.87
1818,137494.1
1819,108475.2
1820,71958.56
1821,112652.78
1822,149774.22
1823,54225.516
1824,136147.06
1825,126965.555
1826,105973.5
1827,109451.7
1828,136768.52
1829,109020.61
1830,143097.0
1831,161128.03
1832,91447.32
1833,138230.1
1834,105043.086
1835,141998.53
1836,121380.305
1837,92447.84
1838,131649.53
1839,81796.42
1840,171627.5
1841,145729.12
1842,76737.92
1843,130428.04
1844,138980.3
1845,123438.04
1846,151892.75
1847,122730.016
1848,56056.793
1849,100021.44
1850,119617.164
1851,157095.14
1852,128889.805
1853,130242.79
1854,171289.28
1855,131503.05
1856,224745.64
1857,136755.75
1858,131249.3
1859,114851.24
1860,154621.1
1861,114923.44
1862,272733.34
1863,270270.78
1864,270270.78
1865,345892.66
1866,346162.56
1867,242704.78
1868,285984.7
1869,203646.06
1870,258661.3
1871,254144.3
1872,169996.08
1873,238754.27
1874,135963.86
1875,207194.2
1876,189900.2
1877,205384.55
1878,206755.28
1879,126247.57
1880,135469.83
1881,222403.69
1882,244431.5
1883,193049.55
1884,212847.72
1885,268793.88
1886,288099.38
1887,197631.56
1888,263546.84
1889,162811.86
1890,133213.88
1891,142472.73
1892,103327.66
1893,122712.96
1894,115484.625
1895,137196.52
1896,124986.2
1897,116004.62
1898,101596.28
1899,146597.05
1900,143777.73
1901,167395.62
1902,125034.336
1903,220499.02
1904,152793.53
1905,192079.55
1906,173724.06
1907,203432.36
1908,121490.85
1909,138599.64
1910,125935.86
1911,214809.33
1912,264403.1
1913,132628.94
1914,63893.652
1915,325653.1
1916,74848.9
1917,261650.0
1918,139296.06
1919,165683.38
1920,147461.89
1921,414976.5
1922,309426.88
1923,207024.9
1924,214478.3
1925,204435.05
1926,385935.34
1927,128655.73
1928,148262.5
1929,129026.78
1930,127979.75
1931,138355.05
1932,131175.22
1933,181109.84
1934,184043.73
1935,175872.34
1936,187915.2
1937,180248.83
1938,155662.97
1939,237836.0
1940,189146.62
1941,177554.0
1942,188592.58
1943,202323.86
1944,311170.66
1945,388422.3
1946,173404.61
1947,325149.1
1948,164725.28
1949,243018.61
1950,180548.23
1951,266457.12
1952,226090.05
1953,164193.55
1954,185848.52
1955,128152.39
1956,277716.84
1957,160697.11
1958,317197.47
1959,128928.61
1960,119577.62
1961,119473.195
1962,98381.53
1963,115145.51
1964,112090.42
1965,151590.88
1966,153260.39
1967,305203.12
1968,439055.94
1969,396036.12
1970,458545.38
1971,442304.16
1972,377276.5
1973,265423.72
1974,325083.47
1975,480770.5
1976,268283.03
1977,345656.97
1978,387974.22
1979,307735.28
1980,193640.23
1981,342347.53
1982,240564.25
1983,207954.28
1984,163906.64
1985,207488.77
1986,199534.02
1987,184053.3
1988,175197.33
1989,184913.42
1990,221390.45
1991,246054.44
1992,219153.12
1993,161723.33
1994,231557.08
1995,178184.31
1996,241400.23
1997,284816.66
1998,329001.2
1999,257863.16
2000,311857.4
2001,257061.78
2002,226720.08
2003,248328.16
2004,263833.3
2005,230504.3
2006,217017.8
2007,253166.45
2008,223383.84
2009,190638.34
2010,182053.67
2011,143602.2
2012,170338.2
2013,182554.38
2014,184426.7
2015,199724.38
2016,192256.56
2017,200099.55
2018,116260.2
2019,127615.2
2020,108691.43
2021,114604.3
2022,179787.94
2023,137899.0
2024,223146.7
2025,396191.44
2026,173013.9
2027,151100.06
2028,152298.27
2029,176547.0
2030,282728.53
2031,256022.28
2032,291926.72
2033,273949.62
2034,166831.38
2035,216662.94
2036,190304.77
2037,203781.42
2038,334009.62
2039,220495.6
2040,421517.03
2041,269765.0
2042,197436.45
2043,170208.45
2044,176881.83
2045,189752.81
2046,120919.61
2047,146120.67
2048,138603.23
2049,123187.336
2050,175668.6
2051,112747.08
2052,128715.83
2053,147478.77
2054,91424.2
2055,153783.36
2056,119832.164
2057,125198.78
2058,234559.5
2059,120169.09
2060,170163.58
2061,186851.94
2062,133800.47
2063,114921.09
2064,144369.62
2065,119631.31
2066,169178.56
2067,115468.37
2068,115690.19
2069,86746.85
2070,112283.086
2071,88433.7
2072,117669.04
2073,133877.97
2074,184858.61
2075,146922.89
2076,121851.52
2077,154145.16
2078,129889.16
2079,128275.78
2080,115429.26
2081,118070.695
2082,129185.13
2083,140526.98
2084,113139.234
2085,121378.25
2086,117016.5
2087,117559.336
2088,102257.625
2089,77486.21
2090,125322.49
2091,131080.66
2092,128758.73
2093,126015.72
2094,129403.64
2095,149026.83
2096,83654.66
2097,95581.6
2098,146254.84
2099,54922.258
2100,85313.86
2101,122349.945
2102,133155.8
2103,103603.31
2104,127457.19
2105,122904.9
2106,74331.93
2107,227876.81
2108,119835.96
2109,102050.19
2110,125186.28
2111,157733.75
2112,138237.55
2113,123509.914
2114,98109.37
2115,154993.81
2116,119402.65
2117,153627.22
2118,122124.69
2119,104349.56
2120,106713.51
2121,93786.836
2122,106675.79
2123,89920.23
2124,168332.97
2125,126465.125
2126,158634.58
2127,148766.03
2128,127394.32
2129,102760.68
2130,143222.0
2131,156527.73
2132,113341.19
2133,114381.29
2134,123532.62
2135,102262.17
2136,85617.8
2137,103460.836
2138,135139.92
2139,152778.78
2140,141496.48
2141,138574.72
2142,126917.75
2143,137794.8
2144,108637.914
2145,135770.61
2146,162457.77
2147,154311.0
2148,120468.72
2149,145748.03
2150,224853.88
2151,122055.79
2152,178319.88
2153,151975.31
2154,97151.68
2155,136363.02
2156,223358.03
2157,236644.77
2158,235259.66
2159,209854.33
2160,163582.25
2161,254406.0
2162,387038.72
2163,343188.34
2164,262901.1
2165,184664.64
2166,147124.06
2167,212154.75
2168,210273.7
2169,190396.66
2170,225635.08
2171,137520.69
2172,136395.88
2173,157836.1
2174,228485.34
2175,311227.25
2176,316016.94
2177,249469.52
2178,207587.55
2179,144308.67
2180,225566.08
2181,180628.14
2182,211694.25
2183,193795.17
2184,130412.99
2185,115994.82
2186,145718.6
2187,145699.86
2188,161021.23
2189,198644.55
2190,73461.03
2191,79432.59
2192,83102.82
2193,96873.32
2194,101543.51
2195,111785.84
2196,90594.38
2197,117221.71
2198,159149.4
2199,161721.72
2200,139955.52
2201,130871.336
2202,216244.23
2203,167414.16
2204,180709.36
2205,118644.24
2206,146438.7
2207,236813.3
2208,237989.17
2209,197565.38
2210,131760.66
2211,115851.7
2212,111536.62
2213,105895.93
2214,133600.11
2215,106205.375
2216,141644.31
2217,71050.52
2218,83536.95
2219,75060.29
2220,79074.305
2221,323690.72
2222,242631.8
2223,261027.02
2224,203297.31
2225,125280.85
2226,180588.6
2227,193542.06
2228,278054.34
2229,250886.34
2230,155239.89
2231,214209.84
2232,176795.14
2233,168029.7
2234,255129.66
2235,206874.38
2236,280869.25
2237,370786.9
2238,202180.31
2239,109695.07
2240,161878.19
2241,160771.81
2242,126949.766
2243,125079.8
2244,100209.81
2245,98753.164
2246,138423.5
2247,97367.05
2248,132455.84
2249,128618.46
2250,129273.44
2251,109341.76
2252,172904.95
2253,160121.69
2254,181074.4
2255,190904.55
2256,181642.98
2257,201323.02
2258,167234.77
2259,177479.02
2260,153574.31
2261,181047.84
2262,208975.73
2263,334013.25
2264,431214.7
2265,173217.62
2266,309736.12
2267,376915.75
2268,360764.0
2269,155657.55
2270,180515.81
2271,235884.69
2272,196136.94
2273,159758.52
2274,178905.06
2275,166359.23
2276,191055.38
2277,183794.66
2278,155437.14
2279,121506.35
2280,120557.76
2281,168784.39
2282,183319.4
2283,99294.7
2284,105208.96
2285,152992.39
2286,127219.48
2287,350844.44
2288,270319.56
2289,420781.2
2290,464547.44
2291,303274.44
2292,416729.34
2293,492628.12
2294,413435.06
2295,448341.72
2296,281315.9
2297,328703.2
2298,268648.25
2299,390927.72
2300,328204.53
2301,267358.3
2302,227204.16
2303,243229.75
2304,235693.27
2305,184167.11
2306,184329.73
2307,189462.95
2308,214799.27
2309,290453.25
2310,212271.84
2311,190889.89
2312,180295.44
2313,175658.31
2314,166660.0
2315,172259.61
2316,189198.06
2317,181995.9
2318,183253.08
2319,170964.73
2320,196281.8
2321,251625.6
2322,169134.27
2323,179360.27
2324,169544.14
2325,210022.62
2326,163537.47
2327,214202.52
2328,229693.05
2329,186036.39
2330,177966.75
2331,352678.6
2332,459025.5
2333,324584.25
2334,262435.78
2335,249454.16
2336,335707.8
2337,212859.2
2338,292039.88
2339,219171.27
2340,401141.94
2341,221092.98
2342,240564.31
2343,230146.95
2344,232290.92
2345,230847.6
2346,204406.97
2347,201035.95
2348,226215.62
2349,163911.06
2350,277845.1
2351,239950.42
2352,247172.75
2353,242659.78
2354,126026.695
2355,146253.22
2356,148754.02
2357,191010.3
2358,195435.86
2359,131328.69
2360,115211.85
2361,138390.88
2362,276109.5
2363,141973.58
2364,155351.73
2365,231104.56
2366,179086.55
2367,220759.14
2368,204015.0
2369,217556.56
2370,179423.88
2371,170844.05
2372,183450.7
2373,272058.3
2374,295093.38
2375,260268.33
2376,272044.62
2377,356058.1
2378,140705.44
2379,183577.06
2380,143236.17
2381,159933.0
2382,193709.36
2383,198380.94
2384,243488.31
2385,157965.1
2386,136068.25
2387,136854.62
2388,93001.586
2389,125532.445
2390,135893.9
2391,139389.8
2392,117204.75
2393,167689.6
2394,151050.0
2395,205775.62
2396,149389.23
2397,212840.11
2398,120101.9
2399,52937.98
2400,50461.91
2401,111340.71
2402,140640.55
2403,125768.87
2404,146950.62
2405,164768.52
2406,133511.33
2407,128715.84
2408,140258.94
2409,125125.805
2410,176390.8
2411,121123.11
2412,152831.12
2413,135606.83
2414,130015.29
2415,119781.77
2416,129501.63
2417,122988.01
2418,125181.305
2419,131276.53
2420,121410.48
2421,157807.02
2422,112417.66
2423,127569.234
2424,150427.86
2425,209441.6
2426,122981.67
2427,147537.19
2428,173937.25
2429,124442.734
2430,128912.086
2431,106296.016
2432,143415.89
2433,147332.45
2434,140625.34
2435,150964.11
2436,117619.695
2437,109717.01
2438,117863.13
2439,110843.97
2440,120427.42
2441,88774.95
2442,98964.96
2443,112520.22
2444,126987.36
2445,79386.53
2446,130083.72
2447,201989.47
2448,139278.2
2449,110213.25
2450,149790.48
2451,133368.56
2452,198888.1
2453,99175.22
2454,115963.055
2455,110431.31
2456,137474.92
2457,132948.73
2458,114986.25
2459,111528.484
2460,143127.53
2461,124923.78
2462,132661.48
2463,125548.71
2464,179186.48
2465,129118.58
2466,116959.62
2467,147557.8
2468,70888.7
2469,66840.43
2470,151482.34
2471,195842.75
2472,167682.5
2473,118526.82
2474,94650.9
2475,222014.31
2476,110237.26
2477,125229.055
2478,157266.6
2479,104653.664
2480,140957.27
2481,109059.1
2482,128133.945
2483,116248.195
2484,122190.85
2485,124442.72
2486,147360.25
2487,166241.19
2488,156924.02
2489,147400.61
2490,141915.39
2491,92998.15
2492,178943.22
2493,137847.8
2494,151310.67
2495,74341.01
2496,232807.17
2497,156990.03
2498,112010.2
2499,92594.98
2500,125975.42
2501,133468.14
2502,153678.95
2503,90212.42
2504,183049.02
2505,215256.92
2506,269809.5
2507,323198.25
2508,254418.39
2509,210980.81
2510,228630.97
2511,176781.06
2512,205235.77
2513,219884.2
2514,229699.89
2515,143607.52
2516,165371.73
2517,138119.17
2518,136241.9
2519,226982.45
2520,212312.0
2521,184427.25
2522,216088.78
2523,125162.13
2524,139757.42
2525,147660.0
2526,138318.94
2527,91292.23
2528,121257.85
2529,136134.38
2530,120031.625
2531,219744.27
2532,218377.47
2533,197276.58
2534,231147.8
2535,316365.88
2536,233691.75
2537,236170.69
2538,175076.69
2539,189847.16
2540,167681.45
2541,176137.45
2542,162751.47
2543,126153.02
2544,132885.6
2545,121022.14
2546,143588.64
2547,136372.12
2548,150838.38
2549,161932.58
2550,597852.44
2551,142000.42
2552,125073.52
2553,77721.79
2554,108674.06
2555,107130.016
2556,99104.8
2557,109779.25
2558,154197.03
2559,129189.91
2560,134234.72
2561,134179.92
2562,130442.63
2563,146412.2
2564,181786.39
2565,124538.766
2566,163420.42
2567,127348.414
2568,181321.05
2569,201747.31
2570,130138.48
2571,165376.42
2572,179388.48
2573,211492.9
2574,271650.62
2575,124505.63
2576,122824.26
2577,149490.95
2578,87916.38
2579,83201.586
2580,130869.75
2581,136326.16
2582,120707.71
2583,280344.28
2584,157551.44
2585,181960.17
2586,200906.7
2587,199523.58
2588,164104.92
2589,145476.53
2590,222707.89
2591,210564.52
2592,218190.98
2593,255105.14
2594,181121.42
2595,196796.81
2596,358980.0
2597,180407.72
2598,270570.88
2599,275814.22
2600,161482.94
2601,135788.95
2602,82694.03
2603,96389.35
2604,83188.36
2605,76301.516
2606,145980.08
2607,186869.36
2608,201706.97
2609,167553.33
2610,111072.2
2611,144717.94
2612,150165.83
2613,131755.33
2614,129707.93
2615,158552.44
2616,138964.97
2617,190155.17
2618,190891.56
2619,207938.58
2620,189469.1
2621,175697.73
2622,190125.8
2623,224888.7
2624,294091.7
2625,301983.34
2626,176116.36
2627,168573.5
2628,420728.28
2629,527392.6
2630,342544.7
2631,423990.2
2632,417623.7
2633,314813.78
2634,391292.06
2635,152805.14
2636,186628.86
2637,165984.7
2638,252816.77
2639,194379.19
2640,155070.14
2641,105230.29
2642,192533.2
2643,115001.13
2644,123753.555
2645,99271.58
2646,95745.61
2647,103595.01
2648,138129.28
2649,143825.31
2650,155697.44
2651,149229.47
2652,410096.62
2653,244337.1
2654,254241.98
2655,385319.2
2656,288626.12
2657,318883.88
2658,270519.03
2659,305732.0
2660,337034.0
2661,345272.22
2662,327590.66
2663,279384.72
2664,280611.16
2665,339998.44
2666,280707.0
2667,164827.9
2668,176148.69
2669,169322.0
2670,301513.3
2671,179080.73
2672,186003.36
2673,204716.97
2674,198579.83
2675,169184.5
2676,185250.88
2677,195842.73
2678,264521.62
2679,293717.22
2680,269685.2
2681,451738.12
2682,371548.78
2683,549184.2
2684,320068.56
2685,387597.2
2686,248438.36
2687,323329.56
2688,220811.44
2689,198926.03
2690,527791.3
2691,186996.16
2692,128977.82
2693,194732.23
2694,126114.36
2695,183283.94
2696,178995.77
2697,191263.69
2698,194104.0
2699,173438.89
2700,159633.52
2701,152226.5
2702,106410.5
2703,132801.45
2704,141544.17
2705,123733.12
2706,117915.63
2707,127575.56
2708,128883.48
2709,107218.89
2710,126089.08
2711,267699.62
2712,407704.66
2713,164236.88
2714,147104.67
2715,173587.22
2716,152094.5
2717,190783.27
2718,221392.62
2719,146865.62
2720,150735.48
2721,143548.66
2722,159428.75
2723,145376.6
2724,130590.875
2725,136813.4
2726,145745.1
2727,187593.69
2728,164081.97
2729,145407.3
2730,142825.2
2731,123050.9
2732,119294.055
2733,162086.31
2734,134243.3
2735,135597.08
2736,136032.4
2737,126404.29
2738,122703.49
2739,162859.36
2740,144161.61
2741,145751.86
2742,154938.05
2743,146479.6
2744,150922.77
2745,137319.36
2746,134913.98
2747,160808.89
2748,119731.71
2749,123694.375
2750,126431.586
2751,130151.234
2752,200125.6
2753,141795.55
2754,217856.73
2755,127376.69
2756,90960.84
2757,68493.74
2758,88350.6
2759,166627.25
2760,138732.72
2761,146678.8
2762,146626.8
2763,195207.06
2764,157247.86
2765,273499.03
2766,138397.34
2767,97570.67
2768,123801.92
2769,118922.13
2770,150894.03
2771,119032.2
2772,115329.586
2773,147427.55
2774,141260.84
2775,130029.13
2776,142293.3
2777,148123.69
2778,115378.39
2779,121185.93
2780,107073.98
2781,97623.59
2782,98145.02
2783,112067.164
2784,127364.29
2785,139319.42
2786,75599.47
2787,120167.25
2788,77155.375
2789,177375.67
2790,90714.26
2791,113413.7
2792,66269.195
2793,180945.39
2794,106637.055
2795,126218.05
2796,102031.85
2797,204073.16
2798,127517.3
2799,113416.26
2800,67798.56
2801,110281.414
2802,131731.55
2803,169639.48
2804,131435.11
2805,96534.87
2806,77355.13
2807,150047.12
2808,151272.23
2809,137886.06
2810,139586.6
2811,156341.89
2812,143081.7
2813,137557.67
2814,149594.75
2815,93701.87
2816,237968.02
2817,132686.69
2818,131166.67
2819,172998.94
2820,132049.86
2821,102813.35
2822,204612.7
2823,270739.0
2824,165128.2
2825,152389.45
2826,119710.11
2827,139286.27
2828,212911.9
2829,176716.25
2830,235271.08
2831,190862.81
2832,220895.89
2833,303246.8
2834,207169.94
2835,220761.45
2836,188938.03
2837,165789.0
2838,129820.75
2839,180075.38
2840,203451.81
2841,203825.67
2842,218112.19
2843,153110.77
2844,150038.77
2845,121779.055
2846,214168.97
2847,207589.58
2848,219493.77
2849,207421.9
2850,299023.44
2851,232998.78
2852,233244.94
2853,237956.33
2854,139813.62
2855,197708.16
2856,200654.33
2857,185127.47
2858,186122.28
2859,134920.19
2860,123129.07
2861,112334.4
2862,184987.45
2863,115170.805
2864,255822.89
2865,143544.28
2866,134048.02
2867,96354.414
2868,109314.9
2869,113134.695
2870,137065.25
2871,98753.25
2872,42816.715
2873,93457.02
2874,144679.1
2875,113640.59
2876,154696.73
2877,146264.42
2878,173863.88
2879,134079.56
2880,97440.64
2881,159849.34
2882,165560.53
2883,182083.39
2884,183048.75
2885,215452.83
2886,193475.38
2887,91492.78
2888,131341.64
2889,56461.08
2890,86736.01
2891,129089.34
2892,60705.957
2893,96834.61
2894,62800.477
2895,325611.84
2896,275273.44
2897,217069.67
2898,147201.75
2899,205458.83
2900,161242.95
2901,208455.38
2902,173977.72
2903,360284.1
2904,362535.38
2905,92155.5
2906,196400.8
2907,114941.16
2908,133001.31
2909,133736.3
2910,79543.88
2911,82918.6
2912,143136.62
2913,86159.875
2914,73482.484
2915,79889.35
2916,83464.9
2917,152433.9
2918,106871.76
2919,223012.6
